TIME,GEO,PLANT_TEC,HP_TECH,UNIT,Value
2011,Portugal,Installed thermal capacity,Geothermal,Megawatt,0.00
2011,Portugal,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2011,Romania,Installed thermal capacity,Aerothermal,Megawatt,0.00
2011,Romania,Installed thermal capacity,Geothermal,Megawatt,0.00
2011,Romania,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2011,Slovenia,Installed thermal capacity,Aerothermal,Megawatt,0.00
2011,Slovenia,Installed thermal capacity,Geothermal,Megawatt,0.00
2011,Slovenia,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2011,Slovakia,Installed thermal capacity,Aerothermal,Megawatt,0.00
2011,Slovakia,Installed thermal capacity,Geothermal,Megawatt,0.00
2011,Slovakia,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2011,Finland,Installed thermal capacity,Aerothermal,Megawatt,0.00
2011,Finland,Installed thermal capacity,Geothermal,Megawatt,0.00
2011,Finland,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2011,Sweden,Installed thermal capacity,Aerothermal,Megawatt,3280.00
2011,Sweden,Installed thermal capacity,Geothermal,Megawatt,5180.00
2011,Sweden,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2011,United Kingdom,Installed thermal capacity,Aerothermal,Megawatt,19703.84
2011,United Kingdom,Installed thermal capacity,Geothermal,Megawatt,157.91
2011,United Kingdom,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2012,European Union - 27 countries (from 2020),Installed thermal capacity,Aerothermal,Megawatt,35253.97
2012,European Union - 27 countries (from 2020),Installed thermal capacity,Geothermal,Megawatt,11511.27
2012,European Union - 27 countries (from 2020),Installed thermal capacity,Hydrothermal,Megawatt,832.60
2012,Euro area - 19 countries  (from 2015),Installed thermal capacity,Aerothermal,Megawatt,31211.56
2012,Euro area - 19 countries  (from 2015),Installed thermal capacity,Geothermal,Megawatt,5619.04
2012,Euro area - 19 countries  (from 2015),Installed thermal capacity,Hydrothermal,Megawatt,781.06
2012,Belgium,Installed thermal capacity,Aerothermal,Megawatt,0.00
2012,Belgium,Installed thermal capacity,Geothermal,Megawatt,0.00
2012,Belgium,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2012,Bulgaria,Installed thermal capacity,Aerothermal,Megawatt,0.00
2012,Bulgaria,Installed thermal capacity,Geothermal,Megawatt,0.00
2012,Bulgaria,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2012,Czechia,Installed thermal capacity,Aerothermal,Megawatt,417.05
2012,Czechia,Installed thermal capacity,Geothermal,Megawatt,189.04
2012,Czechia,Installed thermal capacity,Hydrothermal,Megawatt,22.91
2012,Denmark,Installed thermal capacity,Aerothermal,Megawatt,0.00
2012,Denmark,Installed thermal capacity,Geothermal,Megawatt,0.00
2012,Denmark,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2012,Germany,Installed thermal capacity,Aerothermal,Megawatt,2963.90
2012,Germany,Installed thermal capacity,Geothermal,Megawatt,2606.52
2012,Germany,Installed thermal capacity,Hydrothermal,Megawatt,576.03
2012,Estonia,Installed thermal capacity,Aerothermal,Megawatt,0.00
2012,Estonia,Installed thermal capacity,Geothermal,Megawatt,0.00
2012,Estonia,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2012,Ireland,Installed thermal capacity,Aerothermal,Megawatt,0.00
2012,Ireland,Installed thermal capacity,Geothermal,Megawatt,0.00
2012,Ireland,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2012,Greece,Installed thermal capacity,Aerothermal,Megawatt,0.00
2012,Greece,Installed thermal capacity,Geothermal,Megawatt,0.00
2012,Greece,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2012,Spain,Installed thermal capacity,Aerothermal,Megawatt,0.00
2012,Spain,Installed thermal capacity,Geothermal,Megawatt,0.00
2012,Spain,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2012,France,Installed thermal capacity,Aerothermal,Megawatt,27747.06
2012,France,Installed thermal capacity,Geothermal,Megawatt,2072.42
2012,France,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2012,Croatia,Installed thermal capacity,Aerothermal,Megawatt,0.00
2012,Croatia,Installed thermal capacity,Geothermal,Megawatt,0.00
2012,Croatia,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2012,Italy,Installed thermal capacity,Aerothermal,Megawatt,0.00
2012,Italy,Installed thermal capacity,Geothermal,Megawatt,0.00
2012,Italy,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2012,Cyprus,Installed thermal capacity,Aerothermal,Megawatt,0.00
2012,Cyprus,Installed thermal capacity,Geothermal,Megawatt,0.00
2012,Cyprus,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2012,Latvia,Installed thermal capacity,Aerothermal,Megawatt,0.00
2012,Latvia,Installed thermal capacity,Geothermal,Megawatt,0.00
2012,Latvia,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2012,Lithuania,Installed thermal capacity,Aerothermal,Megawatt,0.00
2012,Lithuania,Installed thermal capacity,Geothermal,Megawatt,0.00
2012,Lithuania,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2012,Luxembourg,Installed thermal capacity,Aerothermal,Megawatt,3.94
2012,Luxembourg,Installed thermal capacity,Geothermal,Megawatt,1.02
2012,Luxembourg,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2012,Hungary,Installed thermal capacity,Aerothermal,Megawatt,0.00
2012,Hungary,Installed thermal capacity,Geothermal,Megawatt,0.00
2012,Hungary,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2012,Malta,Installed thermal capacity,Aerothermal,Megawatt,0.00
2012,Malta,Installed thermal capacity,Geothermal,Megawatt,0.00
2012,Malta,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2012,Netherlands,Installed thermal capacity,Aerothermal,Megawatt,0.00
2012,Netherlands,Installed thermal capacity,Geothermal,Megawatt,0.00
2012,Netherlands,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2012,Austria,Installed thermal capacity,Aerothermal,Megawatt,496.67
2012,Austria,Installed thermal capacity,Geothermal,Megawatt,939.08
2012,Austria,Installed thermal capacity,Hydrothermal,Megawatt,205.03
2012,Poland,Installed thermal capacity,Aerothermal,Megawatt,85.36
2012,Poland,Installed thermal capacity,Geothermal,Megawatt,363.19
2012,Poland,Installed thermal capacity,Hydrothermal,Megawatt,28.63
2012,Portugal,Installed thermal capacity,Aerothermal,Megawatt,0.00
2012,Portugal,Installed thermal capacity,Geothermal,Megawatt,0.00
2012,Portugal,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2012,Romania,Installed thermal capacity,Aerothermal,Megawatt,0.00
2012,Romania,Installed thermal capacity,Geothermal,Megawatt,0.00
2012,Romania,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2012,Slovenia,Installed thermal capacity,Aerothermal,Megawatt,0.00
2012,Slovenia,Installed thermal capacity,Geothermal,Megawatt,0.00
2012,Slovenia,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2012,Slovakia,Installed thermal capacity,Aerothermal,Megawatt,0.00
2012,Slovakia,Installed thermal capacity,Geothermal,Megawatt,0.00
2012,Slovakia,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2012,Finland,Installed thermal capacity,Aerothermal,Megawatt,0.00
2012,Finland,Installed thermal capacity,Geothermal,Megawatt,0.00
2012,Finland,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2012,Sweden,Installed thermal capacity,Aerothermal,Megawatt,3540.00
2012,Sweden,Installed thermal capacity,Geothermal,Megawatt,5340.00
2012,Sweden,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2012,United Kingdom,Installed thermal capacity,Aerothermal,Megawatt,20964.66
2012,United Kingdom,Installed thermal capacity,Geothermal,Megawatt,202.73
2012,United Kingdom,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2013,European Union - 27 countries (from 2020),Installed thermal capacity,Aerothermal,Megawatt,39153.02
2013,European Union - 27 countries (from 2020),Installed thermal capacity,Geothermal,Megawatt,12163.71
2013,European Union - 27 countries (from 2020),Installed thermal capacity,Hydrothermal,Megawatt,884.75
2013,Euro area - 19 countries  (from 2015),Installed thermal capacity,Aerothermal,Megawatt,34872.01
2013,Euro area - 19 countries  (from 2015),Installed thermal capacity,Geothermal,Megawatt,5959.04
2013,Euro area - 19 countries  (from 2015),Installed thermal capacity,Hydrothermal,Megawatt,831.19
2013,Belgium,Installed thermal capacity,Aerothermal,Megawatt,0.00
2013,Belgium,Installed thermal capacity,Geothermal,Megawatt,0.00
2013,Belgium,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2013,Bulgaria,Installed thermal capacity,Aerothermal,Megawatt,0.00
2013,Bulgaria,Installed thermal capacity,Geothermal,Megawatt,0.00
2013,Bulgaria,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2013,Czechia,Installed thermal capacity,Aerothermal,Megawatt,517.41
2013,Czechia,Installed thermal capacity,Geothermal,Megawatt,208.47
2013,Czechia,Installed thermal capacity,Hydrothermal,Megawatt,23.61
2013,Denmark,Installed thermal capacity,Aerothermal,Megawatt,0.00
2013,Denmark,Installed thermal capacity,Geothermal,Megawatt,0.00
2013,Denmark,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2013,Germany,Installed thermal capacity,Aerothermal,Megawatt,3404.59
2013,Germany,Installed thermal capacity,Geothermal,Megawatt,2796.71
2013,Germany,Installed thermal capacity,Hydrothermal,Megawatt,612.66
2013,Estonia,Installed thermal capacity,Aerothermal,Megawatt,0.00
2013,Estonia,Installed thermal capacity,Geothermal,Megawatt,0.00
2013,Estonia,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2013,Ireland,Installed thermal capacity,Aerothermal,Megawatt,0.00
2013,Ireland,Installed thermal capacity,Geothermal,Megawatt,0.00
2013,Ireland,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2013,Greece,Installed thermal capacity,Aerothermal,Megawatt,0.00
2013,Greece,Installed thermal capacity,Geothermal,Megawatt,0.00
2013,Greece,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2013,Spain,Installed thermal capacity,Aerothermal,Megawatt,0.00
2013,Spain,Installed thermal capacity,Geothermal,Megawatt,0.00
2013,Spain,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2013,France,Installed thermal capacity,Aerothermal,Megawatt,30877.94
2013,France,Installed thermal capacity,Geothermal,Megawatt,2163.13
2013,France,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2013,Croatia,Installed thermal capacity,Aerothermal,Megawatt,0.00
2013,Croatia,Installed thermal capacity,Geothermal,Megawatt,0.00
2013,Croatia,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2013,Italy,Installed thermal capacity,Aerothermal,Megawatt,0.00
2013,Italy,Installed thermal capacity,Geothermal,Megawatt,0.00
2013,Italy,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2013,Cyprus,Installed thermal capacity,Aerothermal,Megawatt,0.00
2013,Cyprus,Installed thermal capacity,Geothermal,Megawatt,0.00
2013,Cyprus,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2013,Latvia,Installed thermal capacity,Aerothermal,Megawatt,0.00
2013,Latvia,Installed thermal capacity,Geothermal,Megawatt,0.00
2013,Latvia,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2013,Lithuania,Installed thermal capacity,Aerothermal,Megawatt,0.00
2013,Lithuania,Installed thermal capacity,Geothermal,Megawatt,0.00
2013,Lithuania,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2013,Luxembourg,Installed thermal capacity,Aerothermal,Megawatt,4.61
2013,Luxembourg,Installed thermal capacity,Geothermal,Megawatt,1.27
2013,Luxembourg,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2013,Hungary,Installed thermal capacity,Aerothermal,Megawatt,0.00
2013,Hungary,Installed thermal capacity,Geothermal,Megawatt,0.00
2013,Hungary,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2013,Malta,Installed thermal capacity,Aerothermal,Megawatt,0.00
2013,Malta,Installed thermal capacity,Geothermal,Megawatt,0.00
2013,Malta,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2013,Netherlands,Installed thermal capacity,Aerothermal,Megawatt,0.00
2013,Netherlands,Installed thermal capacity,Geothermal,Megawatt,0.00
2013,Netherlands,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2013,Austria,Installed thermal capacity,Aerothermal,Megawatt,584.88
2013,Austria,Installed thermal capacity,Geothermal,Megawatt,997.93
2013,Austria,Installed thermal capacity,Hydrothermal,Megawatt,218.54
2013,Poland,Installed thermal capacity,Aerothermal,Megawatt,173.60
2013,Poland,Installed thermal capacity,Geothermal,Megawatt,426.21
2013,Poland,Installed thermal capacity,Hydrothermal,Megawatt,29.95
2013,Portugal,Installed thermal capacity,Aerothermal,Megawatt,0.00
2013,Portugal,Installed thermal capacity,Geothermal,Megawatt,0.00
2013,Portugal,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2013,Romania,Installed thermal capacity,Aerothermal,Megawatt,0.00
2013,Romania,Installed thermal capacity,Geothermal,Megawatt,0.00
2013,Romania,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2013,Slovenia,Installed thermal capacity,Aerothermal,Megawatt,0.00
2013,Slovenia,Installed thermal capacity,Geothermal,Megawatt,0.00
2013,Slovenia,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2013,Slovakia,Installed thermal capacity,Aerothermal,Megawatt,0.00
2013,Slovakia,Installed thermal capacity,Geothermal,Megawatt,0.00
2013,Slovakia,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2013,Finland,Installed thermal capacity,Aerothermal,Megawatt,0.00
2013,Finland,Installed thermal capacity,Geothermal,Megawatt,0.00
2013,Finland,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2013,Sweden,Installed thermal capacity,Aerothermal,Megawatt,3590.00
2013,Sweden,Installed thermal capacity,Geothermal,Megawatt,5570.00
2013,Sweden,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2013,United Kingdom,Installed thermal capacity,Aerothermal,Megawatt,22274.04
2013,United Kingdom,Installed thermal capacity,Geothermal,Megawatt,422.86
2013,United Kingdom,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2014,European Union - 27 countries (from 2020),Installed thermal capacity,Aerothermal,Megawatt,65251.51
2014,European Union - 27 countries (from 2020),Installed thermal capacity,Geothermal,Megawatt,12400.11
2014,European Union - 27 countries (from 2020),Installed thermal capacity,Hydrothermal,Megawatt,941.03
2014,Euro area - 19 countries  (from 2015),Installed thermal capacity,Aerothermal,Megawatt,60399.52
2014,Euro area - 19 countries  (from 2015),Installed thermal capacity,Geothermal,Megawatt,6363.49
2014,Euro area - 19 countries  (from 2015),Installed thermal capacity,Hydrothermal,Megawatt,876.90
2014,Belgium,Installed thermal capacity,Aerothermal,Megawatt,0.00
2014,Belgium,Installed thermal capacity,Geothermal,Megawatt,0.00
2014,Belgium,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2014,Bulgaria,Installed thermal capacity,Aerothermal,Megawatt,0.00
2014,Bulgaria,Installed thermal capacity,Geothermal,Megawatt,0.00
2014,Bulgaria,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2014,Czechia,Installed thermal capacity,Aerothermal,Megawatt,621.20
2014,Czechia,Installed thermal capacity,Geothermal,Megawatt,225.02
2014,Czechia,Installed thermal capacity,Hydrothermal,Megawatt,24.53
2014,Denmark,Installed thermal capacity,Aerothermal,Megawatt,0.00
2014,Denmark,Installed thermal capacity,Geothermal,Megawatt,0.00
2014,Denmark,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2014,Germany,Installed thermal capacity,Aerothermal,Megawatt,3832.26
2014,Germany,Installed thermal capacity,Geothermal,Megawatt,2978.87
2014,Germany,Installed thermal capacity,Hydrothermal,Megawatt,643.27
2014,Estonia,Installed thermal capacity,Aerothermal,Megawatt,0.00
2014,Estonia,Installed thermal capacity,Geothermal,Megawatt,0.00
2014,Estonia,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2014,Ireland,Installed thermal capacity,Aerothermal,Megawatt,0.00
2014,Ireland,Installed thermal capacity,Geothermal,Megawatt,0.00
2014,Ireland,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2014,Greece,Installed thermal capacity,Aerothermal,Megawatt,0.00
2014,Greece,Installed thermal capacity,Geothermal,Megawatt,0.00
2014,Greece,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2014,Spain,Installed thermal capacity,Aerothermal,Megawatt,12631.82
2014,Spain,Installed thermal capacity,Geothermal,Megawatt,103.58
2014,Spain,Installed thermal capacity,Hydrothermal,Megawatt,1.64
2014,France,Installed thermal capacity,Aerothermal,Megawatt,34080.78
2014,France,Installed thermal capacity,Geothermal,Megawatt,2225.78
2014,France,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2014,Croatia,Installed thermal capacity,Aerothermal,Megawatt,0.00
2014,Croatia,Installed thermal capacity,Geothermal,Megawatt,0.00
2014,Croatia,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2014,Italy,Installed thermal capacity,Aerothermal,Megawatt,0.00
2014,Italy,Installed thermal capacity,Geothermal,Megawatt,0.00
2014,Italy,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2014,Cyprus,Installed thermal capacity,Aerothermal,Megawatt,0.00
2014,Cyprus,Installed thermal capacity,Geothermal,Megawatt,0.00
2014,Cyprus,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2014,Latvia,Installed thermal capacity,Aerothermal,Megawatt,0.00
2014,Latvia,Installed thermal capacity,Geothermal,Megawatt,0.00
2014,Latvia,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2014,Lithuania,Installed thermal capacity,Aerothermal,Megawatt,0.00
2014,Lithuania,Installed thermal capacity,Geothermal,Megawatt,0.00
2014,Lithuania,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2014,Luxembourg,Installed thermal capacity,Aerothermal,Megawatt,5.61
2014,Luxembourg,Installed thermal capacity,Geothermal,Megawatt,1.71
2014,Luxembourg,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2014,Hungary,Installed thermal capacity,Aerothermal,Megawatt,0.00
2014,Hungary,Installed thermal capacity,Geothermal,Megawatt,0.00
2014,Hungary,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2014,Malta,Installed thermal capacity,Aerothermal,Megawatt,0.00
2014,Malta,Installed thermal capacity,Geothermal,Megawatt,0.00
2014,Malta,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2014,Netherlands,Installed thermal capacity,Aerothermal,Megawatt,0.00
2014,Netherlands,Installed thermal capacity,Geothermal,Megawatt,0.00
2014,Netherlands,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2014,Austria,Installed thermal capacity,Aerothermal,Megawatt,691.33
2014,Austria,Installed thermal capacity,Geothermal,Megawatt,1053.56
2014,Austria,Installed thermal capacity,Hydrothermal,Megawatt,231.99
2014,Poland,Installed thermal capacity,Aerothermal,Megawatt,280.80
2014,Poland,Installed thermal capacity,Geothermal,Megawatt,511.59
2014,Poland,Installed thermal capacity,Hydrothermal,Megawatt,39.61
2014,Portugal,Installed thermal capacity,Aerothermal,Megawatt,9157.72
2014,Portugal,Installed thermal capacity,Geothermal,Megawatt,0.00
2014,Portugal,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2014,Romania,Installed thermal capacity,Aerothermal,Megawatt,0.00
2014,Romania,Installed thermal capacity,Geothermal,Megawatt,0.00
2014,Romania,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2014,Slovenia,Installed thermal capacity,Aerothermal,Megawatt,0.00
2014,Slovenia,Installed thermal capacity,Geothermal,Megawatt,0.00
2014,Slovenia,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2014,Slovakia,Installed thermal capacity,Aerothermal,Megawatt,0.00
2014,Slovakia,Installed thermal capacity,Geothermal,Megawatt,0.00
2014,Slovakia,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2014,Finland,Installed thermal capacity,Aerothermal,Megawatt,0.00
2014,Finland,Installed thermal capacity,Geothermal,Megawatt,0.00
2014,Finland,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2014,Sweden,Installed thermal capacity,Aerothermal,Megawatt,3950.00
2014,Sweden,Installed thermal capacity,Geothermal,Megawatt,5300.00
2014,Sweden,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2014,United Kingdom,Installed thermal capacity,Aerothermal,Megawatt,23785.92
2014,United Kingdom,Installed thermal capacity,Geothermal,Megawatt,403.40
2014,United Kingdom,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2015,European Union - 27 countries (from 2020),Installed thermal capacity,Aerothermal,Megawatt,72462.57
2015,European Union - 27 countries (from 2020),Installed thermal capacity,Geothermal,Megawatt,12738.20
2015,European Union - 27 countries (from 2020),Installed thermal capacity,Hydrothermal,Megawatt,986.74
2015,Euro area - 19 countries  (from 2015),Installed thermal capacity,Aerothermal,Megawatt,67365.53
2015,Euro area - 19 countries  (from 2015),Installed thermal capacity,Geothermal,Megawatt,6615.29
2015,Euro area - 19 countries  (from 2015),Installed thermal capacity,Hydrothermal,Megawatt,918.26
2015,Belgium,Installed thermal capacity,Aerothermal,Megawatt,0.00
2015,Belgium,Installed thermal capacity,Geothermal,Megawatt,0.00
2015,Belgium,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2015,Bulgaria,Installed thermal capacity,Aerothermal,Megawatt,0.00
2015,Bulgaria,Installed thermal capacity,Geothermal,Megawatt,0.00
2015,Bulgaria,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2015,Czechia,Installed thermal capacity,Aerothermal,Megawatt,737.65
2015,Czechia,Installed thermal capacity,Geothermal,Megawatt,241.56
2015,Czechia,Installed thermal capacity,Hydrothermal,Megawatt,26.41
2015,Denmark,Installed thermal capacity,Aerothermal,Megawatt,0.00
2015,Denmark,Installed thermal capacity,Geothermal,Megawatt,0.00
2015,Denmark,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2015,Germany,Installed thermal capacity,Aerothermal,Megawatt,4284.90
2015,Germany,Installed thermal capacity,Geothermal,Megawatt,3120.25
2015,Germany,Installed thermal capacity,Hydrothermal,Megawatt,674.47
2015,Estonia,Installed thermal capacity,Aerothermal,Megawatt,0.00
2015,Estonia,Installed thermal capacity,Geothermal,Megawatt,0.00
2015,Estonia,Installed thermal capacity,Hydrothermal,Megawatt,0.00
2015,Ireland,Installed thermal capacity,Aerothermal,Megawatt,0.00
2015,Ireland,Installed thermal capacity,Geothermal,Megawatt,0.00
2015,Ireland,Installed thermal capacity,Hydrothermal,Megawatt,0.00
